Water,69.41
Sodium_Benzoate,0.3
Glycerin,3.69
IPM,5.3
Cetyl_Alcohol,4.0
GMS-SE,5.3
Almond_Oil,0.6
Bees_Wax,0.6
Shea_Butter,0.2
Vaseline,1.0
Stearic_Acid,4.2
Isopentyldiol,0.7
Phenoxyethanol,0.7
Sea_Buckthorn_Oil,0.1
Hyaluronic_Acid_1%,2.0
Lekoguard,0.3
Allantoin,0.2
Tocopheryl Acetate,0.2
Fragrance,0.1
Rose_Extract,0.5
Sage_Extract,0.5
TEA,0.1
